Datetime,Température
2016-01-27,27.6
2016-01-28,31.6
2016-01-29,33.1
2016-01-30,39.9
2016-01-31,52.2
2016-02-01,44.9
2016-02-02,38.2
2016-02-03,53.7
2016-02-04,31.6
2016-02-05,27.5
2016-02-06,30.8
2016-02-07,39.0
2016-02-08,39.6
2016-02-09,24.7
2016-02-10,16.5
2016-02-11,13.5
2016-02-12,18.5
2016-02-13,12.5
2016-02-14,10.7
2016-02-15,24.2
2016-02-16,31.5
2016-02-17,31.7
2016-02-18,33.2
2016-02-19,46.4
2016-02-20,56.1
2016-02-21,49.3
2016-02-22,37.1
2016-02-23,37.5
2016-02-24,40.9
2016-02-25,33.1
2016-02-26,29.9
2016-02-27,35.1
2016-02-28,49.1
2016-02-29,47.2
2016-03-01,42.9
2016-03-02,27.4
2016-03-03,29.3
2016-03-04,31.7
2016-03-05,33.7
2016-03-06,35.2
2016-03-07,48.5
2016-03-08,59.2
2016-03-09,61.8
2016-03-10,57.4
2016-03-11,49.3
2016-03-12,50.1
2016-03-13,54.5
2016-03-14,58.6
2016-03-15,58.6
2016-03-16,60.0
2016-03-17,50.8
2016-03-18,47.0
2016-03-19,40.3
2016-03-20,33.2
2016-03-21,37.5
2016-03-22,46.6
2016-03-23,57.1
2016-03-24,60.3
2016-03-25,40.3
2016-03-26,41.3
2016-03-27,54.6
2016-03-28,49.7
2016-03-29,43.0
2016-03-30,50.3
2016-03-31,60.7
2016-04-01,53.7
2016-04-02,42.3
2016-04-03,35.9
2016-04-04,48.4
2016-04-05,30.9
2016-04-06,45.3
2016-04-07,43.8
2016-04-08,35.6
2016-04-09,31.2
2016-04-10,37.1
2016-04-11,51.9
2016-04-12,41.8
2016-04-13,43.1
2016-04-14,47.7
2016-04-15,53.6
2016-04-16,62.7
2016-04-17,64.0
2016-04-18,67.2
2016-04-19,65.8
2016-04-20,60.8
2016-04-21,64.6
2016-04-22,59.4
2016-04-23,52.4
2016-04-24,48.5
2016-04-25,65.3
2016-04-26,70.0
2016-04-27,51.6
2016-04-28,55.8
2016-04-29,53.4
2016-04-30,50.6
2016-05-01,63.9
2016-05-02,57.2
2016-05-03,52.5
2016-05-04,50.9
2016-05-05,47.1
2016-05-06,55.9
2016-05-07,62.3
2016-05-08,54.5
2016-05-09,52.4
2016-05-10,58.9
2016-05-11,60.4
2016-05-12,68.3
2016-05-13,60.1
2016-05-14,51.4
2016-05-15,46.2
2016-05-16,47.6
2016-05-17,54.4
2016-05-18,56.2
2016-05-19,56.9
2016-05-20,59.1
2016-05-21,58.6
2016-05-22,60.6
2016-05-23,61.5
2016-05-24,68.0
2016-05-25,71.7
2016-05-26,72.6
2016-05-27,72.7
2016-05-28,75.6
2016-05-29,74.5
2016-05-30,73.9
2016-05-31,75.7
2016-06-01,75.6
2016-06-02,68.8
2016-06-03,73.0
2016-06-04,71.4
2016-06-05,70.3
2016-06-06,72.1
2016-06-07,66.3
2016-06-08,62.1
2016-06-09,65.6
2016-06-10,69.6
2016-06-11,78.5
2016-06-12,79.9
2016-06-13,68.9
2016-06-14,71.6
2016-06-15,75.2
2016-06-16,73.4
2016-06-17,72.0
2016-06-18,73.9
2016-06-19,76.0
2016-06-20,80.5
2016-06-21,73.4
2016-06-22,69.7
2016-06-23,76.7
2016-06-24,73.4
2016-06-25,73.6
2016-06-26,80.0
2016-06-27,79.6
2016-06-28,74.6
2016-06-29,65.7
2016-06-30,69.4
2016-07-01,72.2
2016-07-02,65.2
2016-07-03,64.3
2016-07-04,64.9
2016-07-05,74.0
2016-07-06,75.1
2016-07-07,75.6
2016-07-08,76.7
2016-07-09,74.9
2016-07-10,71.4
2016-07-11,76.0
2016-07-12,77.6
2016-07-13,79.0
2016-07-14,72.9
2016-07-15,76.4
2016-07-16,71.3
2016-07-17,73.7
2016-07-18,77.5
2016-07-19,76.6
2016-07-20,77.2
2016-07-21,79.4
2016-07-22,75.8
2016-07-23,80.0
2016-07-24,82.0
2016-07-25,83.1
2016-07-26,78.0
2016-07-27,78.8
2016-07-28,77.9
2016-07-29,76.7
2016-07-30,74.8
2016-07-31,76.4
2016-08-01,76.5
2016-08-02,77.7
2016-08-03,78.6
2016-08-04,79.6
2016-08-05,80.5
2016-08-06,77.4
2016-08-07,75.3
2016-08-08,75.5
2016-08-09,77.4
2016-08-10,78.2
2016-08-11,81.8
2016-08-12,82.9
2016-08-13,81.2
2016-08-14,73.3
2016-08-15,72.6
2016-08-16,74.2
2016-08-17,74.1
2016-08-18,74.6
2016-08-19,74.4
2016-08-20,74.3
2016-08-21,70.7
2016-08-22,66.6
2016-08-23,69.5
2016-08-24,72.7
2016-08-25,79.5
2016-08-26,79.2
2016-08-27,76.6
2016-08-28,78.3
2016-08-29,75.8
2016-08-30,76.0
2016-08-31,75.7
2016-09-01,70.2
2016-09-02,65.9
2016-09-03,66.1
2016-09-04,68.7
2016-09-05,73.0
2016-09-06,76.0
2016-09-07,79.6
2016-09-08,79.3
2016-09-09,75.0
2016-09-10,76.7
2016-09-11,65.2
2016-09-12,66.0
2016-09-13,69.2
2016-09-14,69.4
2016-09-15,66.1
2016-09-16,69.2
2016-09-17,72.0
2016-09-18,72.0
2016-09-19,71.4
2016-09-20,67.4
2016-09-21,73.0
2016-09-22,73.6
2016-09-23,76.5
2016-09-24,72.1
2016-09-25,68.0
2016-09-26,66.9
2016-09-27,60.2
2016-09-28,58.2
2016-09-29,55.8
2016-09-30,59.5
2016-10-01,58.1
2016-10-02,61.5
2016-10-03,60.6
2016-10-04,59.4
2016-10-05,67.3
2016-10-06,70.1
2016-10-07,67.4
2016-10-08,60.2
2016-10-09,52.9
2016-10-10,53.2
2016-10-11,56.5
2016-10-12,61.8
2016-10-13,58.4
2016-10-14,51.6
2016-10-15,59.0
2016-10-16,68.4
2016-10-17,71.5
2016-10-18,73.2
2016-10-19,70.8
2016-10-20,59.5
2016-10-21,50.3
2016-10-22,48.1
2016-10-23,53.8
2016-10-24,56.4
2016-10-25,45.6
2016-10-26,49.1
2016-10-27,53.5
2016-10-28,50.3
2016-10-29,62.0
2016-10-30,63.9
2016-10-31,51.2
2016-11-01,62.1
2016-11-02,68.1
2016-11-03,65.3
2016-11-04,50.4
2016-11-05,47.4
2016-11-06,51.8
2016-11-07,53.5
2016-11-08,53.7
2016-11-09,47.7
2016-11-10,45.0
2016-11-11,48.5
2016-11-12,37.3
2016-11-13,40.3
2016-11-14,42.9
2016-11-15,46.7
2016-11-16,47.2
2016-11-17,51.3
2016-11-18,63.6
2016-11-19,45.1
2016-11-20,33.1
2016-11-21,33.7
2016-11-22,30.8
2016-11-23,37.7
2016-11-24,45.5
2016-11-25,38.6
2016-11-26,38.0
2016-11-27,37.2
2016-11-28,45.0
2016-11-29,52.2
2016-11-30,56.4
2016-12-01,38.1
2016-12-02,36.6
2016-12-03,36.6
2016-12-04,35.8
2016-12-05,36.7
2016-12-06,36.0
2016-12-07,32.1
2016-12-08,26.6
2016-12-09,21.0
2016-12-10,23.6
2016-12-11,28.4
2016-12-12,34.7
2016-12-13,27.6
2016-12-14,14.4
2016-12-15,8.1
2016-12-16,11.4
2016-12-17,31.0
2016-12-18,27.0
2016-12-19,14.9
2016-12-20,20.9
2016-12-21,29.2
2016-12-22,34.2
2016-12-23,30.3
2016-12-24,38.7
2016-12-25,37.3
2016-12-26,54.7
2016-12-27,40.5
2016-12-28,32.8
2016-12-29,37.7
2016-12-30,31.8
2016-12-31,35.6
2017-01-01,35.5
2017-01-02,41.8
2017-01-03,49.5
2017-01-04,31.1
2017-01-05,17.7
2017-01-06,7.3
2017-01-07,4.6
2017-01-08,11.2
2017-01-09,19.9
2017-01-10,37.3
2017-01-11,41.8
2017-01-12,56.5
2017-01-13,31.2
2017-01-14,30.1
2017-01-15,29.7
2017-01-16,37.1
2017-01-17,51.5
2017-01-18,38.6
2017-01-19,38.8
2017-01-20,47.4
2017-01-21,51.6
2017-01-22,52.3
2017-01-23,46.1
2017-01-24,40.4
2017-01-25,41.1
2017-01-26,36.3
2017-01-27,29.9
2017-01-28,27.9
2017-01-29,28.2
2017-01-30,24.2
2017-01-31,30.4
2017-02-01,36.8
2017-02-02,28.4
2017-02-03,22.0
2017-02-04,20.3
2017-02-05,36.7
2017-02-06,38.8
2017-02-07,55.7
2017-02-08,41.9
2017-02-09,27.7
2017-02-10,21.8
2017-02-11,50.2
2017-02-12,51.1
2017-02-13,36.0
2017-02-14,39.5
2017-02-15,36.2
2017-02-16,29.1
2017-02-17,42.8
2017-02-18,53.5
2017-02-19,49.5
2017-02-20,47.0
2017-02-21,54.6
2017-02-22,56.5
2017-02-23,59.6
2017-02-24,59.5
2017-02-25,41.5
2017-02-26,30.8
2017-02-27,42.1
2017-02-28,46.4
2017-03-01,55.3
2017-03-02,36.1
2017-03-03,29.3
2017-03-04,26.9
2017-03-05,38.4
2017-03-06,55.1
2017-03-07,54.9
2017-03-08,45.5
2017-03-09,46.4
2017-03-10,36.7
2017-03-11,24.5
2017-03-12,25.3
2017-03-13,28.3
2017-03-14,23.5
2017-03-15,21.2
2017-03-16,27.4
2017-03-17,31.3
2017-03-18,38.2
2017-03-19,38.6
2017-03-20,40.1
2017-03-21,47.1
2017-03-22,39.2
2017-03-23,33.9
2017-03-24,57.8
2017-03-25,65.5
2017-03-26,60.5
2017-03-27,56.2
2017-03-28,54.7
2017-03-29,48.7
2017-03-30,57.4
2017-03-31,54.5
2017-04-01,41.9
2017-04-02,45.1
2017-04-03,57.0
2017-04-04,57.0
2017-04-05,52.0
2017-04-06,48.4
2017-04-07,40.7
2017-04-08,44.7
2017-04-09,58.2
2017-04-10,68.2
2017-04-11,63.0
2017-04-12,53.1
2017-04-13,56.3
2017-04-14,59.8
2017-04-15,70.1
2017-04-16,69.6
2017-04-17,62.6
2017-04-18,60.7
2017-04-19,69.4
2017-04-20,70.0
2017-04-21,57.6
2017-04-22,48.7
2017-04-23,50.5
2017-04-24,57.5
2017-04-25,61.3
2017-04-26,67.5
2017-04-27,67.4
2017-04-28,53.1
2017-04-29,62.4
2017-04-30,64.1
2017-05-01,65.0
2017-05-02,51.4
2017-05-03,48.1
2017-05-04,49.6
2017-05-05,47.2
2017-05-06,48.4
2017-05-07,48.3
2017-05-08,46.6
2017-05-09,53.4
2017-05-10,60.6
2017-05-11,61.6
2017-05-12,55.7
2017-05-13,57.7
2017-05-14,67.5
2017-05-15,65.4
2017-05-16,71.7
2017-05-17,75.8
2017-05-18,76.8
2017-05-19,72.3
2017-05-20,61.2
2017-05-21,69.2
2017-05-22,60.2
2017-05-23,62.4
2017-05-24,64.6
2017-05-25,61.6
2017-05-26,63.8
2017-05-27,70.6
2017-05-28,70.0
2017-05-29,68.3
2017-05-30,67.4
2017-05-31,66.9
2017-06-01,66.4
2017-06-02,68.3
2017-06-03,73.2
2017-06-04,75.7
2017-06-05,74.2
2017-06-06,64.8
2017-06-07,60.1
2017-06-08,60.7
2017-06-09,67.8
2017-06-10,74.3
2017-06-11,76.7
2017-06-12,79.8
2017-06-13,77.2
2017-06-14,71.4
2017-06-15,72.3
2017-06-16,76.4
2017-06-17,78.1
2017-06-18,77.5
2017-06-19,69.8
2017-06-20,68.6
2017-06-21,73.4
2017-06-22,77.5
2017-06-23,71.2
2017-06-24,68.1
2017-06-25,66.4
2017-06-26,63.6
2017-06-27,61.5
2017-06-28,66.2
2017-06-29,74.0
2017-06-30,78.6
2017-07-01,73.2
2017-07-02,74.4
2017-07-03,75.8
2017-07-04,75.0
2017-07-05,74.0
2017-07-06,73.3
2017-07-07,71.5
2017-07-08,69.4
2017-07-09,68.7
2017-07-10,74.8
2017-07-11,75.6
2017-07-12,77.8
2017-07-13,79.7
2017-07-14,77.4
2017-07-15,69.6
2017-07-16,73.2
2017-07-17,72.9
2017-07-18,73.0
2017-07-19,78.4
2017-07-20,77.7
2017-07-21,78.1
2017-07-22,76.9
2017-07-23,76.8
2017-07-24,72.6
2017-07-25,66.9
2017-07-26,69.7
2017-07-27,73.9
2017-07-28,74.1
2017-07-29,68.0
2017-07-30,69.7
2017-07-31,72.8
2017-08-01,74.1
2017-08-02,74.1
2017-08-03,74.7
2017-08-04,72.6
2017-08-05,64.2
2017-08-06,67.1
2017-08-07,67.1
2017-08-08,66.4
2017-08-09,69.3
2017-08-10,71.2
2017-08-11,73.3
2017-08-12,70.3
2017-08-13,68.5
2017-08-14,71.8
2017-08-15,75.5
2017-08-16,78.7
2017-08-17,78.2
2017-08-18,76.2
2017-08-19,74.2
2017-08-20,75.7
2017-08-21,78.7
2017-08-22,76.8
2017-08-23,68.6
2017-08-24,64.5
2017-08-25,63.5
2017-08-26,63.2
2017-08-27,64.7
2017-08-28,67.2
2017-08-29,67.7
2017-08-30,67.1
2017-08-31,69.4
2017-09-01,58.8
2017-09-02,55.7
2017-09-03,64.5
2017-09-04,69.1
2017-09-05,67.8
2017-09-06,56.5
2017-09-07,56.7
2017-09-08,59.3
2017-09-09,61.2
2017-09-10,57.7
2017-09-11,58.4
2017-09-12,60.3
2017-09-13,62.4
2017-09-14,62.2
2017-09-15,66.8
2017-09-16,68.5
2017-09-17,70.3
2017-09-18,72.8
2017-09-19,69.2
2017-09-20,71.4
2017-09-21,75.8
2017-09-22,77.6
2017-09-23,76.7
2017-09-24,74.9
2017-09-25,74.6
2017-09-26,76.3
2017-09-27,75.6
2017-09-28,62.3
2017-09-29,60.3
2017-09-30,56.6
2017-10-01,55.7
2017-10-02,61.1
2017-10-03,67.0
2017-10-04,70.8
2017-10-05,66.9
2017-10-06,67.5
2017-10-07,70.8
2017-10-08,64.7
2017-10-09,66.6
2017-10-10,63.5
2017-10-11,65.3
2017-10-12,57.4
2017-10-13,63.0
2017-10-14,65.7
2017-10-15,67.9
2017-10-16,50.4
2017-10-17,51.5
2017-10-18,53.2
2017-10-19,59.0
2017-10-20,60.4
2017-10-21,61.9
2017-10-22,62.2
2017-10-23,62.6
2017-10-24,49.5
2017-10-25,44.1
2017-10-26,42.2
2017-10-27,52.2
2017-10-28,37.4
2017-10-29,37.6
2017-10-30,37.9
2017-10-31,36.8
2017-11-01,37.2
2017-11-02,57.7
2017-11-03,57.1
2017-11-04,46.5
2017-11-05,63.7
2017-11-06,52.4
2017-11-07,43.1
2017-11-08,42.0
2017-11-09,39.9
2017-11-10,30.5
2017-11-11,26.9
2017-11-12,36.4
2017-11-13,38.5
2017-11-14,38.2
2017-11-15,38.0
2017-11-16,38.8
2017-11-17,39.3
2017-11-18,53.0
2017-11-19,37.6
2017-11-20,31.7
2017-11-21,39.5
2017-11-22,34.8
2017-11-23,31.0
2017-11-24,39.2
2017-11-25,49.3
2017-11-26,36.7
2017-11-27,42.3
2017-11-28,51.8
2017-11-29,49.4
2017-11-30,45.6
2017-12-01,38.8
2017-12-02,38.9
2017-12-03,41.5
2017-12-04,47.2
2017-12-05,47.8
2017-12-06,31.8
2017-12-07,29.0
2017-12-08,21.7
2017-12-09,24.3
2017-12-10,25.7
2017-12-11,30.9
2017-12-12,29.3
2017-12-13,21.0
2017-12-14,26.4
2017-12-15,22.9
2017-12-16,35.3
2017-12-17,38.4
2017-12-18,41.3
2017-12-19,44.5
2017-12-20,38.3
2017-12-21,34.2
2017-12-22,49.3
2017-12-23,38.0
2017-12-24,29.8
2017-12-25,20.9
2017-12-26,14.2
2017-12-27,6.2
2017-12-28,7.7
2017-12-29,16.1
2017-12-30,14.8
2017-12-31,0.5
2018-01-01,-0.3
2018-01-02,-3.6
2018-01-03,8.8
2018-01-04,11.6
2018-01-05,6.0
2018-01-06,2.4
2018-01-07,12.0
2018-01-08,33.1
2018-01-09,32.5
2018-01-10,39.7
2018-01-11,55.3
2018-01-12,42.5
2018-01-13,14.9
2018-01-14,12.1
2018-01-15,17.2
2018-01-16,9.5
2018-01-17,4.5
2018-01-18,15.9
2018-01-19,26.1
2018-01-20,35.6
2018-01-21,45.0
2018-01-22,52.2
2018-01-23,41.0
2018-01-24,30.6
2018-01-25,28.4
2018-01-26,40.2
2018-01-27,46.8
2018-01-28,38.2
2018-01-29,33.2
2018-01-30,23.8
2018-01-31,31.8
2018-02-01,38.3
2018-02-02,16.4
2018-02-03,21.6
2018-02-04,34.5
2018-02-05,17.3
2018-02-06,23.5
2018-02-07,23.8
2018-02-08,18.1
2018-02-09,31.5
2018-02-10,35.4
2018-02-11,29.5
2018-02-12,26.8
2018-02-13,26.1
2018-02-14,40.6
2018-02-15,56.4
2018-02-16,46.6
2018-02-17,31.5
2018-02-18,34.7
2018-02-19,50.0
2018-02-20,66.3
2018-02-21,55.8
2018-02-22,39.2
2018-02-23,49.7
2018-02-24,47.3
2018-02-25,47.7
2018-02-26,41.3
2018-02-27,45.7
2018-02-28,53.1
2018-03-01,49.4
2018-03-02,36.2
2018-03-03,33.9
2018-03-04,33.1
2018-03-05,33.3
2018-03-06,38.3
2018-03-07,33.7
2018-03-08,27.3
2018-03-09,28.8
2018-03-10,31.5
2018-03-11,30.9
2018-03-12,31.6
2018-03-13,29.3
2018-03-14,28.0
2018-03-15,36.9
2018-03-16,31.1
2018-03-17,35.2
2018-03-18,37.2
2018-03-19,43.8
2018-03-20,35.8
2018-03-21,30.1
2018-03-22,31.3
2018-03-23,34.4
2018-03-24,33.3
2018-03-25,34.0
2018-03-26,39.7
2018-03-27,49.1
2018-03-28,49.8
2018-03-29,51.4
2018-03-30,43.0
2018-03-31,43.3
2018-04-01,41.3
2018-04-02,34.1
2018-04-03,48.8
2018-04-04,41.3
2018-04-05,34.3
2018-04-06,43.7
2018-04-07,31.0
2018-04-08,30.8
2018-04-09,33.4
2018-04-10,35.6
2018-04-11,42.7
2018-04-12,62.4
2018-04-13,70.0
2018-04-14,65.5
2018-04-15,49.8
2018-04-16,37.0
2018-04-17,32.7
2018-04-18,32.8
2018-04-19,43.2
2018-04-20,43.5
2018-04-21,46.8
2018-04-22,51.6
2018-04-23,54.1
2018-04-24,52.4
2018-04-25,53.8
2018-04-26,51.6
2018-04-27,56.4
2018-04-28,47.5
2018-04-29,44.0
2018-04-30,53.4
2018-05-01,64.4
2018-05-02,71.0
2018-05-03,72.6
2018-05-04,70.2
2018-05-05,60.6
2018-05-06,62.2
2018-05-07,59.6
2018-05-08,60.0
2018-05-09,68.5
2018-05-10,71.2
2018-05-11,67.8
2018-05-12,74.0
2018-05-13,70.1
2018-05-14,75.3
2018-05-15,78.5
2018-05-16,67.2
2018-05-17,68.6
2018-05-18,66.6
2018-05-19,69.3
2018-05-20,69.1
2018-05-21,70.2
2018-05-22,70.9
2018-05-23,68.0
2018-05-24,68.8
2018-05-25,72.5
2018-05-26,74.7
2018-05-27,76.0
2018-05-28,80.3
2018-05-29,78.8
2018-05-30,78.5
2018-05-31,75.6
2018-06-01,72.1
2018-06-02,72.4
2018-06-03,73.1
2018-06-04,66.6
2018-06-05,61.8
2018-06-06,61.8
2018-06-07,66.9
2018-06-08,73.8
2018-06-09,72.3
2018-06-10,70.5
2018-06-11,69.4
2018-06-12,71.1
2018-06-13,74.4
2018-06-14,69.7
2018-06-15,73.8
2018-06-16,76.8
2018-06-17,80.9
2018-06-18,83.1
2018-06-19,80.3
2018-06-20,75.4
2018-06-21,70.6
2018-06-22,72.1
2018-06-23,71.1
2018-06-24,73.1
2018-06-25,71.1
2018-06-26,69.6
2018-06-27,72.1
2018-06-28,74.9
2018-06-29,78.1
2018-06-30,81.5
2018-07-01,82.4
2018-07-02,80.6
2018-07-03,78.0
2018-07-04,77.8
2018-07-05,82.7
2018-07-06,75.7
2018-07-07,66.0
2018-07-08,70.3
2018-07-09,77.3
2018-07-10,79.5
2018-07-11,74.7
2018-07-12,71.9
2018-07-13,75.8
2018-07-14,79.4
2018-07-15,80.5
2018-07-16,78.3
2018-07-17,76.0
2018-07-18,72.2
2018-07-19,73.0
2018-07-20,69.6
2018-07-21,67.8
2018-07-22,70.7
2018-07-23,68.9
2018-07-24,70.3
2018-07-25,74.1
2018-07-26,74.3
2018-07-27,71.0
2018-07-28,68.7
2018-07-29,70.3
2018-07-30,68.8
2018-07-31,68.7
